fries,noeljean,23811249,574256601311240192
beer,cdigby3,18404139,574424988427685889
mcdonald,kathleenesperi,727823300,574151100737044480
hungry,TeReexX,37864864,574343640266317824
bored,YupSheCalimade,172138272,574483342956982272
ice cream,KarlaEscobar72,480033731,574116551462379521
sweet,theycallmeViv,16891701,574652547786489857
yum,VomFass91711,2190750312,573553672514199552
lunch,MNTNA_,276767913,574381957498433537
pasta,MRJsKitchen,1365555973,573583919108521985
pasta,BackCafeDuMonde,236154704,574043933375860736
foods,mfacini,224190714,573577944792068096
strawberries,Lauradabosss,2325902472,574460392786669568
coffee,RaulSand_,32650473,574604347767554049
mcdonald,thatsanthem,780999536,572663016044535808
mcdonald,DhavaliLama,125905051,573575539790741504
drunk,wera_143,496010495,574497224828133377
mcdonald,everydaysharday,53984865,573899011586818048
lunch,camillescaters,133442834,574568888089767936
foodie,UCLAfoodie,2909823607,573648998105358337
donut,ElissaAlvarez1,481776293,572459826107686913
dinner,DimitriToscas,151427500,574585443376746496
hungry,neverbdrich,2572148534,574387578918453248
taco bell,savvylo,74937864,573651102991675393
churros,jeeeeeeezy,1859458579,572439572904198144
donut,DKSDONUTS,169385383,573161664608120834
vegetarian,aylinR2D2perez,410609951,572099637886099456
starbucks,ziggyluvsNKOTB,33391575,574594371753914369
ice cream,AstridSevilla,169260909,574110659614523392
foods,buzzLA,18794520,574638152171851776
brewery,PhatEmoKid,1642681,574067939944611840
lunch,NedaSquish,295037353,574341152222007296
kfc,grawcie,145749487,572966449859305472
hungry,Nessa_Jayyy,201064744,574379223671951360
chipotle,grilix,15374105,573724048116613120
doughnuts,FMOBassist,1587647857,573528469029580800
delicious,dblares,2531922638,574352627443478528
burgers,DavidTamargo,293122257,572967442198224896
icecream,NITROPOD,850253954,573906417955946497
chocolate,Leksi_lex,1059103477,574298101638242304
drunk,angiewhip423,71058334,574485699547697155
chipotle,jeffarillo,1319592265,574466782607466496
ice cream,PrinceLoyal,989155182,574363645330632704
foodie,Juliacsk,28131515,574401856815828992
dessert,Wieds,46430313,573611313865302016
breakfast,ryanleslie,19139193,574475993420693504
breakfast,sn0rlacks,828187604,574616760420274176
brewery,sandrapandraaa,46815271,574320797579354112
mcdonald,ScuubbaSteve,33119547,572897867276288001
pasta,DavidNayfeld,33276877,573888373301112832
wine,Lizstrueview,174898098,574623337755734016
doughnuts,timmyxbwers,389292660,572775666036289536
yum,amkbroadway,53597157,573670506420944896
snack,TamieAdaya,61881790,574349998554488832
dessert,LucerooMedrano,56578395,573745519782162432
breakfast,_natalionnn,2421408218,574649566009540608
pasta,leslieemarianaa,2470472978,574419919330148353
cookies,AFishAficionado,1656608108,573992237073195008
chipotle,jaliza90,135250191,573709389787361280
foodporn,badchilly1999,39871291,573957224751570944
bored,JoshNeesh,1183998331,574463893667348481
yum,iamsikora,14877474,574400921158967296
beer,jimmy92233,17358422,574490524117151744
yummy,gladypooo,175487316,573734726655213568
ice cream,messy_pink,93686961,574298521026846720
chocolate,DaniMillionaire,64535402,574360093908578306
instafood,ripslyme,16310326,573767389608722432
snack,cphel,28148200,572537296836300801
yum,Griffinmoss1005,394020059,573611780842217472
organic,CharlesChenTV,282712119,573677867172679680
pizza,smcsays,348720993,574617211718914049
churros,RayAliMusic,431177384,574422792419962881
sweet,mayaaortegaa,1214227670,574628045853585410
cooking,Euclidean84,551419851,574390522984321025
foods,J34NETTE,45272646,572566686387195905
fries,girlneverafraid,2360757919,573775357104418816
icecream,EnClave_LA,1158682640,574391977682321408
food,susan_bevhills,506928935,574643029962723328
recipes,minjeeeezy,279178402,572673789701459968
lunch,pattyfigueroa93,159385861,574335715695312896
nowdrinking,VinoCaPisco,24934572,574379064179359744
ice cream,LAKingman,78195054,574110220730916864
yum,themagicbullet,259359936,574607652057038848
yum,TimMitchellPGA,1004760198,574370840600559616
food,tastebudkings,416546484,574587946243784704
feast,BrandA13X,1644747450,572621958002581505
chipotle,8aceforthewin9,275324811,574063410473668611
bored,dulceramirez11,224840079,574423477098151936
lunch,ChrisOmusic,388679910,574344826805596161
cookies,r3ej_,33217508,573639153012752385
yum,jmbeyond7,31623973,574287451448987648
feast,WallahGypsy,411809017,573699937956835328
fries,luuunabe,2589020557,574115684537344000
starbucks,ItsJaviC,1532276108,574350116427055106
lunch,WYNTERHEAT,2923678694,574355339728003072
mcdonald,ErnieForever,43488870,572812756664991744
bored,anthonytaoipu,2591030525,574497729830723584
dessert,BundtsOnMelrose,1967245148,574591547548696576
bored,ROshirtRNoShirt,30618940,574474737390215168
dessert,BundtsOnMelrose,1967245148,573862455572496386
starbucks,MajedAwadh,38807164,574595931544252416
burgers,OrionKnows_,1286148709,573328495947882496
beer,marshirar,2875936586,574432592616783874
foodcoma,AlexisFrank,50710783,574026920804945920
cooking,ssbot,81237494,572750570500440064
pizza,ihollaRAYRAY,423976173,574385990984298496
foods,alexpaulfaust,30901420,573620726437031936
bored,aida__1233,1562249768,574426810244431873
cookies,Josiembrock,543167999,574102891343912960
food,MiszNguyen104,27350258,574487227952070656
hungry,alexisvalerii,573267860,574425317957242880
ice cream,jayvee9021,3035726581,574222150615220224
donut,enjelephant,16416632,574115502555029504
ice cream,PikaaMonica,1233328747,574288968574836737
foods,RevFoodsCareers,2732492768,573963799092289537
wine,MaxTarlton,161186959,574086379312910337
yummy,WhoreCuddler,185600846,574647339584880640
starbucks,LegglessLisa,116574436,574648178667970563
chipotle,5SOShadmelike,1637313067,574433359465611264
cooking,lilawree,34311564,574534092584153089
icecream,DoctorBarnard10,1164947426,573350288486088704
lunch,AllisonLobel,563914045,574346841971535872
coffee,CHUCKDESE,376578388,574444619313840128
nom,TMBee7,40284495,572109626403110912
chipotle,affectionatecth,1942428762,574052319345537024
hungry,CallMeTwoArrow,54301023,574353251597881344
breakfast,AnineBing,38920157,574609997826551809
bored,TeddyDolphin_,1009461649,574478433427722240
hungry,julxz_,2878787514,574519116310052864
breakfast,jaredude,22268701,574644733240172544
lunch,KatPfost,64062813,574477579098308608
ice cream,silvertonguee,772388390,574354485281062912
fries,saggyasssadgurl,249538752,573811821506756608
cookies,___nowhere___,742199738,574270710803103746
coffee,beckspress,171186593,574648481933058049
foods,TheVegFoodie,111418765,572618511157227520
yummy,JBAwardsCircuit,256433721,574059148213538816
wine,JillianMuses,2472819187,574418953331679232
drunk,NickDolcini,549677045,574638317100105730
yummy,mongeliliana,243665363,573910751687000064
food,IamMrFancy,32774202,574655958439362560
foods,LAGuillaume2000,33815135,574457833070067713
yum,tonybanhkenobi,996695382,574068354513682432
dessert,intellichick,12663352,574444790856683520
desserts,tMorishima43,86549592,574100960366227456
foodporn,BarreraRabi,400445051,574363730680504320
yum,themagicbullet,259359936,573539682161655808
dinner,kentmcc,8386892,574419674236108800
pizza,binaspad,40567937,574474156172951554
taco bell,Raffalamar,1547576755,573269643474833408
yum,ohara_dustin,2444540820,573664111755595777
delicious,Berry_Bowl,2915746520,574308650531057664
cookies,TheLizzyLove,457831385,574357550050643968
starbucks,Ltnsr4me,17979577,574551473247383553
lunch,Alankm360,409703882,574396315318136832
yummy,scrimmyverse,35895954,573757377100431360
taco bell,ya_boy_charLie5,2859136260,573306380041388032
kfc,WabsKairo,224569311,573650853367844864
taco bell,__ashhleey,313707375,574340329710579712
vegetarian,TheDancingChef,27718503,573274524449419264
dessert,DontMsStreetMe,102481985,573009159748128770
doughnuts,SavvyJacqueline,21464841,572205729383358464
snack,BigHairBigCity1,1904499180,574318283639373825
yum,amynicolepierce,33699884,573991155546873856
churros,breanaxnicole,2394941906,572967937356640256
wine,LolaMcfly,18664413,574099181788229632
lunch,Nakaaa47,2170532275,574615956166574080
pasta,itslondonpark,50957423,574085476484775936
lunch,Amanduhland,2258607384,574350850417557504
food,cruz_jessica_,19523699,574648071973269504
cooking,JusKBailey,483620978,573319131568594944
foods,ElonaNazaryan,808066302,572540214062657536
burgers,rnsand,2889739793,573323451882209280
breakfast,agalvez04,964819483,574621403787325441
food,beyond_crystal,1494680419,574504030753304577
yum,CrusnikBoo,83747077,574032142453338113
dessert,ripslyme,16310326,574097046833139712
pasta,PastaVersaucy,94269632,574405242743226369
snack,TheKyleMarie,2864361132,573242984029822976
recipes,ChefJasRoberts,628520399,573873949412487168
organic,roozriahi,227141654,572998305451388928
foods,Nasara_Gargonnu,19148978,574260379473174528
burgers,xheadsyoulose,32520830,573687065839206400
beer,_jocelynnb,214237822,574456795097264129
dinner,julio_pls,1562786960,574418471779332096
donut,alsfoodjournal,2970546611,572764980585476097
breakfast,poppyandrosela,2416520730,574610009306300418
burgers,edunst,283235644,573372041719496704
lunch,madkingray,2365147884,574654547592794112
starbucks,LosAngelesCP,55218049,574625896985841664
burgers,AceHudsonJr,141254270,574468281014317056
churros,marisagasm,132791425,573660721529032704
foodie,CSWMer,14998070,573584150290026496
foods,daterape_,1196075874,574098103281672192
donut,parisianaa,188460191,574483650634362880
chipotle,nickfent420,147697699,574306898347966468
lunch,BeelmansDTLA,2558118523,574618761078128641
delicious,Flutterflyhaz,1919023430,574317258756874240
fries,CierraMais,400781456,574431013893361664
nomnomnom,aDAFTlife,1017374106,574059097164750848
drunk,PrinceLoyal,989155182,574646572727697408
starbucks,310luz,621103120,574393079857221633
coffee,johnny_cubert,1085248482,574654672549593088
organic,zilinrestaurant,2316529597,573967108217966593
lunch,GinsburgJeff,1346781072,574655638657236992
fooddiary,king_moooon,277762918,573578402420162560
bored,gabriellabieee,2489362083,574448813244465152
organic,papispizzeria,473242482,572905793646809088
wine,alisonisrealtor,168855626,574336242055315459
drunk,jaysonryan_,1958212190,574465781406171138
lunch,madisonbath,19013814,574347805726236672
foodporn,janetcap,16634353,574079981808152577
chocolate,Ayoo_Cesarrr,1284606626,574343240201039873
donut,lisanicole56,408809422,574480866266779648
cookies,Kika_ivania95,2768360462,574026013266419712
foodporn,aireeland,205912300,574485592764866560
cooking,_lisssssss,1031957671,574066949027573761
delicious,nikroybal,17022638,574656866963361792
craftbeer,cuethecritic,1679450024,573394872218075136
mcdonald,_EVOLPanda,87598439,574133241906491392
yum,homemadebymara,236491365,574384877132513281
donut,TockysPitas,2579333359,573983826940010498
foodie,Slmodernestates,113469879,574011224914071552
dessert,jack__kg,2868562986,574171434924175362
snack,RavenFelix,348343818,573638918840565760
hungry,destnigga,783891920,574553349128785920
delicious,otepofficial,15053754,574440550901944320
feast,g4cohen,15457728,574073206396600320
dinner,mzblondy23,600152957,574450942571122688
pasta,DavidNayfeld,33276877,572982780872810496
chocolate,rfjustin,5155311,574284295600214018
ice cream,YupSheCalimade,172138272,574391216386650115
dessert,taylorrene18,51230378,573713315911725056
coffee,gnarlybritt,257819158,574453026720604161
fries,CHOMPEATERY,1553794351,574029160244445184
feast,ALF_NotTheALIEN,308926275,574373943248830464
fries,ffskids,1947690524,574317739885510656
hungry,IsabellaLovettF,701961162,574390008825565185
bored,philthese,1226740093,574484245281812480
nom,loriprl,32803781,574029070574342144
food,TheGreat_Christ,1918385144,574477998897827840
yum,recordmanmike,87094729,573690584784830464
mcdonald,Michelle_Ahn2,31192151,573013931956027392
nom,brigittesosweet,22891009,572968083507302400
ice cream,holthomes,3041847049,574397313667457024
coffee,bazookabambino,126844932,574421384643764224
cookies,ayla_es,30059291,574410140129996800
delicious,ScientificScott,582909932,574641261312770048
dinner,jazminloves1,742093362,574466732770918401
foodie,Danielleferia,415372000,574287376790482944
chipotle,aziz_ahal,2809452764,573993635844374528
starbucks,KatieUng,61875640,574647257972109312
pasta,El_Patron_654,2962604166,573729022758158336
lunch,PatrikSimpson,19821318,574394846548336640
foodporn,endoverendo,17127275,573964689769631744
pizza,briar_beauty23,2987868820,574627760431194113
dinner,GinsburgJeff,1346781072,574435396475551744
starbucks,_4JoAnNa4_,1002525211,574425278560210944
beer,Novak0811,2187450360,574509647060578304
yummy,lidmaster,389242860,574341120584368129
cooking,the_valblack,323037340,573676311887007744
food,TheRealAC3,710064516,573170335887056897
coffee,ceowin,15850092,574457489590251520
dessert,BundtsOnMelrose,1967245148,574056368040058880
coffee,rahhhKIm,45734546,574489048594522112
burgers,AllieeCatxxx,98828884,573587676856647681
burgers,andymikhailovic,36216101,573723315723882497
mcdonald,hellaradbooty98,1590153198,573293835851198464
delicious,richard_flo,274872255,574401468825907200
delicious,NudieRudie,49895462,574339797122203648
dinner,krp2369,50362603,574414335889534978
yummy,RoxyRoxLA,1676941554,574317819396952064
dinner,gabriel_gabe15,609756811,574416828845293568
recipes,wellnessthyme,364055665,574405379192324097
donut,WellYoureWrong,252845735,574442639610638336
coffee,hxcMoi,126975101,574415739727171584
mcdonald,KampheyApproved,893834852,573898138890563584
snack,Allison_Perezz,338599895,572207934194647040
coffee,sillie,16519698,574526669320421376
food,casoulnova,2437580930,574648847659495424
snack,T______rex,568703219,573633478182506497
instafood,lyd63117,3021896226,574103325559382017
lunch,Lizzyespinozaa,2874646527,574370999258370048
taco bell,Cpt_Flossy,2586805652,574429533635391489
yum,SHyde13,167073279,573698378879602688
coffee,Gennyrenteria,2908455223,574589511537061888
instafood,deerjeno,216604956,572643316832944128
chocolate,vinylsync,2377585609,574093255274422273
yum,cjmac711,47271932,574301879015866369
wine,torytaranova,33663398,574514316784730112
doughnuts,SavvyJacqueline,21464841,572130353915305984
donut,neeeksTM,70334225,574405223990624256
snack,anaaeee_,1730212632,574090949178957824
bored,_aRawww,537772824,574533072370057216
dinner,thezenkat,360379971,574482442335051776
food,omgawesmhiD,117689446,574617051391619073
craftbeer,StevenT562,54133316,572172248867606528
brewery,CarterSwan,24068546,572651548490244096
chipotle,MuradyanErik,1036236498,574120398914240512
taco bell,janette_becerra,713867700,574358137550991360
dessert,TinaJanan,345034935,573365129980592128
chocolate,__LaLuna_,1481036437,574291133179670528
icecream,wera_143,496010495,573544247665676288
dinner,DiaAdilifu,478934028,574440648163508225
mcdonald,Baseball_Life31,487340510,573693490313351168
coffee,MyPrideBlog,828155418,574644450355359744
mcdonald,_liizette,1592588844,572959236973436928
hungry,_objq,1009229803,574479510457860096
cooking,torres_ayye,529103962,573743680793657344
chipotle,_teeeeraw,441010510,573669711042367489
delicious,georgeruiz,4893411,574470364098486272
yum,georgeruiz,4893411,574387206489522176
nom,Danii211,19792780,572983598292307968
dessert,AkashaCC,63852510,573690766951763968
cookies,CookiesHellYeah,1242045176,574281550604333056
starbucks,LJpMcCTwita,22219890,574348555017699328
yummy,vanessalgreen1,2902607749,573703866740424704
kfc,werewolves09,27128191,573282280413790209
food,MauSegura428,257920826,574491452388024320
starbucks,el_duderino8184,1198020224,574491493240438785
ice cream,afrofunkymama,88362780,574638006176387072
vegetarian,brantflake,2812277371,572635462881304577
drunk,RudyOHWOW,83994746,574504146197311490
yummy,kroshezzy,2900697169,573944269175582720
bored,HebaH_MarsH,132523315,574485011132366848
cookies,Coleastroud,577502925,574276756628078592
delicious,designsdrive,14500117,574024057420578816
cooking,rvdegirl,305487993,572876903293460480
yummy,WestsideMommyLA,2366240130,573704561757720576
mcdonald,LariosAriana,732242869,573495337647611904
starbucks,Gabriella_Angos,2592087078,574641747818491904
yummy,Marymitu,2915916391,574266626603790337
cookies,importlvr,2418251060,574416288031768577
donut,dee_gonzalez,200428410,572643713760948225
snack,BigLeano,146831485,573292185816182784
fries,Liz_Cerezo,22175927,574637119899070464
breakfast,Simply__joseph,2723993096,574625551425671169
yum,ShahiraBarry,323348386,573999837860888576
drunk,YoungSally26,505644638,574492415131701248
lunch,lisabianconi,27387109,574345767973994496
hungry,lydiaarylee,387905270,574640746667487232
organic,CharlesChenTV,282712119,573750986570735617
feast,buddhatree,144858839,573208049462067200
taco bell,Meff_Mills,2269541646,573973869817528321
brewery,DougHexum,471736602,572936133761376256
lunch,RatinhoMarcus,2277028638,574358608365887489
nomnomnom,cuethecritic,1679450024,573506148231462912
ice cream,Aleexandraa___,634304355,574319520619216897
burgers,kimie005,462571749,573005963638124545
hungry,MayyJuneJulyy,131938729,574342711521607680
yum,howdy_eric,344908313,573884697765244929
doughnuts,RobertReyes,19009079,572908145632137216
pizza,BMlDD,353492460,574380217147482112
hungry,PLATINUMCHAN2L,385587945,574634812457156608
taco bell,LAndyman_,88760833,572567997212016641
starbucks,treee09,172041165,574335052538077186
coffee,theycallmeViv,16891701,574656470958096384
foodporn,ScottMenacE,150179635,574347980096028672
ice cream,justicedotgov,64609231,574336153811181568
pizza,Nguwinner,1715605392,574373432449613825
beer,hasdleydy,443286137,574417642615758848
foods,cocokonskii,394342473,572951240214097921
foods,MyUrbanRunner,480794140,572483303556706304
chocolate,Rap_Bittencourt,36354179,574416897917259778
cookies,Ashslaynicole,2905901475,574386181728772097
delicious,vaderlogic,2737995427,574498027789938689
cookies,Jazzieadrie,2258020754,573750627852906497
drunk,4_TheLoveofMel,270647618,574482938034683904
cooking,escapist,22453,572930897718067200
cooking,joeyrosen55,47130964,573325905990443008
breakfast,nyleve____,1904621198,574607849302585346
bored,ImaniNia_,251920503,574619711587024896
dinner,obeyjosie,242191470,574465187413020673
pizza,Beeeeeeemo__,547093182,574423388938072064
burgers,xheadsyoulose,32520830,574047053958926336
nomnomnom,ChefMerito,35790160,573919142769729538
hungry,veegeelicious,22638104,574420812003848192
organic,FletcherGWall,2189245818,573430635483824128
pizza,Fez1991,2182506463,574411979047223296
donut,kaileyconway,587853377,574641192891088896
pizza,Gabhutchings,1070209741,574417787000483840
ice cream,kimhoang99,704400380,574443373773246464
food,itscarlprieto,90292753,574479284607262720
sweet,TehPWNisher,137407670,574601166769668096
burgers,alberto64,23394600,572870140720619521
breakfast,jasminrenee_,144028427,574637304880353281
cookies,alextempel92,498251239,574337188093030401
ice cream,_jeeennifeer,1319250900,574347997955260416
organic,MarcelCocit,94179734,573888971484200960
wine,ezrabutler,14582941,574065476965289984
recipes,wellnessthyme,364055665,574404421481689088
fries,CoronaDanya,1350688802,573880043253837824
pasta,Demirjio,1110606738,574320239418064896
hungry,dar_v1n,365252233,574483210295377921
wine,NATYGAL,34613644,574057842883346433
coffee,susansingertv,21561656,574592620023914498
foodie,Antology,23910392,574040816584359937
innout,brendacabraI,1692700878,572886374019280896
coffee,MarissaReneee_,515058261,574455527524016128
pizza,Yg__Trece,2340099642,574478596724559872
pasta,Prin_cesMun_oz,1733291707,574633732977491968
snack,Dauminique06,26718344,572932243682934785
